Maschine,Alarmident,Alarmtext,Alarmgruppe,Startzeit,Endzeit
LSL_BEL,140.-679493061,0 TargetError Job: 0476286_b00_007 ,Alarm,03.04.2018 15:23:29,03.04.2018 15:23:29
LSL_BEL,140.-679558597,0 TargetError Job: 0476286_b00_006 ,Alarm,03.04.2018 14:46:32,03.04.2018 14:46:32
LSL_BEL,140.-679558597,0 TargetError Job: 0476286_b00_006 ,Alarm,03.04.2018 15:03:37,03.04.2018 15:03:37
LSL_BEL,140.-679558597,0 TargetError Job: 0476286_b00_006 ,Alarm,03.04.2018 15:16:19,03.04.2018 15:16:19
LSL_BEL,140.-679558597,0 TargetError Job: 0476286_b00_006 ,Alarm,03.04.2018 14:49:34,03.04.2018 14:49:34
LSL_BEL,140.684080602,"0 Abstandsfehler: 0.671mm, 0475626_b00_017 ",Alarm,03.04.2018 05:20:28,03.04.2018 05:20:28
LSL_BEL,140.694125338,1155 Transformations-Limit ScX:0.99987 ScY:0.99972 Rot:0.004 ResX:0.071 ResY:0.114 Job:0466692_b00_019,Alarm,04.04.2018 11:23:22,04.04.2018 11:23:22
LSL_BEL,140.-699106481,40607 OutWM: Laufzeit: Sensor Plattenerkennung ,Alarm,05.04.2018 17:46:56,05.04.2018 17:46:56
LSL_BEL,140.-699106481,40607 OutWM: Laufzeit: Sensor Plattenerkennung ,Alarm,05.04.2018 15:27:58,05.04.2018 15:27:58
LSL_BEL,140.-699106481,40607 OutWM: Laufzeit: Sensor Plattenerkennung ,Alarm,06.04.2018 11:24:40,06.04.2018 11:24:40
LSL_BEL,140.-699106481,40607 OutWM: Laufzeit: Sensor Plattenerkennung ,Alarm,06.04.2018 11:44:37,06.04.2018 11:44:37
LSL_BEL,140.-699106481,40607 OutWM: Laufzeit: Sensor Plattenerkennung ,Alarm,04.04.2018 12:11:56,04.04.2018 12:11:56
LSL_BEL,140.-699106481,40607 OutWM: Laufzeit: Sensor Plattenerkennung ,Alarm,03.04.2018 13:40:22,03.04.2018 13:40:22
LSL_BEL,140.-699106481,40607 OutWM: Laufzeit: Sensor Plattenerkennung ,Alarm,03.04.2018 15:41:28,03.04.2018 15:41:28
LSL_BEL,140.-699106481,40607 OutWM: Laufzeit: Sensor Plattenerkennung ,Alarm,03.04.2018 15:42:07,03.04.2018 15:42:07
LSL_BEL,140.-699128100,41214 VBCR Platte entfernen ,Alarm,05.04.2018 17:49:09,05.04.2018 17:49:09
LSL_BEL,140.-699128100,41214 VBCR Platte entfernen ,Alarm,06.04.2018 15:35:05,06.04.2018 15:35:05
LSL_BEL,140.-699128100,41214 VBCR Platte entfernen ,Alarm,06.04.2018 15:35:14,06.04.2018 15:35:14
LSL_BEL,140.-699128100,41214 VBCR Platte entfernen ,Alarm,03.04.2018 04:25:07,03.04.2018 04:25:07
LSL_BEL,140.-723318379,0 TargetError Job: 0423624_b00_056 ,Alarm,06.04.2018 05:34:46,06.04.2018 05:34:46
LSL_BEL,140.-723318379,0 TargetError Job: 0423624_b00_056 ,Alarm,06.04.2018 05:36:59,06.04.2018 05:36:59
LSL_BEL,140.-723318379,0 TargetError Job: 0423624_b00_056 ,Alarm,06.04.2018 05:32:02,06.04.2018 05:32:02
LSL_BEL,140.-723318379,0 TargetError Job: 0423624_b00_056 ,Alarm,06.04.2018 05:32:40,06.04.2018 05:32:40
LSL_BEL,140.-723318379,0 TargetError Job: 0423624_b00_056 ,Alarm,06.04.2018 05:33:22,06.04.2018 05:33:22
LSL_BEL,140.-723318379,0 TargetError Job: 0423624_b00_056 ,Alarm,06.04.2018 05:34:04,06.04.2018 05:34:04
LSL_BEL,140.-723318379,0 TargetError Job: 0423624_b00_056 ,Alarm,06.04.2018 05:36:17,06.04.2018 05:36:17
LSL_BEL,140.-723318379,0 TargetError Job: 0423624_b00_056 ,Alarm,06.04.2018 05:35:29,06.04.2018 05:35:29
LSL_BEL,140.-723318379,0 TargetError Job: 0423624_b00_056 ,Alarm,06.04.2018 05:42:28,06.04.2018 05:42:28
LSL_BEL,140.-723318379,0 TargetError Job: 0423624_b00_056 ,Alarm,06.04.2018 05:42:17,06.04.2018 05:42:17
LSL_BEL,140.-723318379,0 TargetError Job: 0423624_b00_056 ,Alarm,06.04.2018 05:37:41,06.04.2018 05:37:41
LSL_BEL,140.-736744403,"0 Abstandsfehler: 0.203mm, 0571696_b00_104 ",Alarm,03.04.2018 06:00:58,03.04.2018 06:00:58
LSL_BEL,140.-740034747,40715 Apollon: Automatikbetrieb gestoppt ,Alarm,06.04.2018 03:51:22,06.04.2018 03:51:22
LSL_BEL,140.-758879891,40705 BM: Anschläge oder Pilz-Niederhalter nicht in Endposition ,Alarm,05.04.2018 15:28:18,05.04.2018 15:28:18
LSL_BEL,140.-758879891,40705 BM: Anschläge oder Pilz-Niederhalter nicht in Endposition ,Alarm,03.04.2018 15:23:57,03.04.2018 15:23:57
LSL_BEL,140.760476959,0 TargetError Job: 0440311_b00_010 ,Alarm,06.04.2018 03:16:20,06.04.2018 03:16:20
LSL_BEL,140.760476959,0 TargetError Job: 0440311_b00_010 ,Alarm,06.04.2018 03:16:31,06.04.2018 03:16:31
LSL_BEL,140.760476959,0 TargetError Job: 0440311_b00_010 ,Alarm,06.04.2018 05:13:02,06.04.2018 05:13:02
LSL_BEL,140.760476959,0 TargetError Job: 0440311_b00_010 ,Alarm,06.04.2018 05:13:43,06.04.2018 05:13:43
LSL_BEL,140.760476959,0 TargetError Job: 0440311_b00_010 ,Alarm,06.04.2018 03:11:40,06.04.2018 03:11:40
LSL_BEL,140.760476959,0 TargetError Job: 0440311_b00_010 ,Alarm,06.04.2018 05:20:46,06.04.2018 05:20:46
LSL_BEL,140.760476959,0 TargetError Job: 0440311_b00_010 ,Alarm,06.04.2018 05:22:10,06.04.2018 05:22:10
LSL_BEL,140.760476959,0 TargetError Job: 0440311_b00_010 ,Alarm,06.04.2018 03:12:50,06.04.2018 03:12:50
LSL_BEL,140.-78211937,"0 Abstandsfehler: 0.674mm, 0475626_b00_016 ",Alarm,03.04.2018 08:38:42,03.04.2018 08:38:42
LSL_BEL,140.870060264,1015 Fehler SPS Initialisierung ,Alarm,03.04.2018 19:14:47,03.04.2018 19:14:47
LSL_BEL,140.870060264,1015 Fehler SPS Initialisierung ,Alarm,03.04.2018 19:14:11,03.04.2018 19:14:11
LSL_BEL,140.877646674,40202 InCL: Error Antrieb Rollen ,Alarm,03.04.2018 15:23:58,03.04.2018 15:23:58
LSL_BEL,140.877646674,40202 InCL: Error Antrieb Rollen ,Alarm,06.04.2018 11:25:17,06.04.2018 11:25:17
LSL_BEL,140.877646674,40202 InCL: Error Antrieb Rollen ,Alarm,06.04.2018 11:44:54,06.04.2018 11:44:54
LSL_BEL,140.877646674,40202 InCL: Error Antrieb Rollen ,Alarm,05.04.2018 06:40:54,05.04.2018 06:40:54
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,08.04.2018 20:53:47,08.04.2018 20:53:47
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,07.04.2018 08:00:59,07.04.2018 08:00:59
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,07.04.2018 07:48:22,07.04.2018 07:48:22
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,06.04.2018 21:19:26,06.04.2018 21:19:26
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,06.04.2018 21:14:37,06.04.2018 21:14:37
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,06.04.2018 15:33:57,06.04.2018 15:33:57
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,06.04.2018 11:44:37,06.04.2018 11:44:37
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,06.04.2018 11:24:40,06.04.2018 11:24:40
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,06.04.2018 06:33:37,06.04.2018 06:33:37
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,06.04.2018 03:51:22,06.04.2018 03:51:22
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,05.04.2018 21:57:59,05.04.2018 21:57:59
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,05.04.2018 21:57:36,05.04.2018 21:57:36
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,05.04.2018 17:46:56,05.04.2018 17:46:56
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,05.04.2018 15:27:58,05.04.2018 15:27:58
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,05.04.2018 14:54:34,05.04.2018 14:54:34
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,05.04.2018 14:53:21,05.04.2018 14:53:21
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,05.04.2018 06:37:53,05.04.2018 06:37:53
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,04.04.2018 13:19:06,04.04.2018 13:19:06
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,04.04.2018 13:17:26,04.04.2018 13:17:26
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,04.04.2018 12:11:56,04.04.2018 12:11:56
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,04.04.2018 06:12:33,04.04.2018 06:12:33
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,04.04.2018 06:12:05,04.04.2018 06:12:05
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,04.04.2018 06:09:54,04.04.2018 06:09:54
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,03.04.2018 23:31:28,03.04.2018 23:31:28
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,03.04.2018 23:30:20,03.04.2018 23:30:20
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,03.04.2018 19:12:51,03.04.2018 19:12:51
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,03.04.2018 15:41:28,03.04.2018 15:41:28
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,03.04.2018 15:23:45,03.04.2018 15:23:45
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,03.04.2018 13:40:22,03.04.2018 13:40:22
LSL_BEL,140.-965533776,42003 Info: Fehler Aktiv: Maschine Stopp ,Alarm,03.04.2018 04:15:25,03.04.2018 04:15:25
LSL_BEL,140.-982849528,"0 Abstandsfehler: 0.702mm, 0460700_a00_013 ",Alarm,03.04.2018 08:44:23,03.04.2018 08:44:23
LSL_ENT,101.PV2.1028,M01 control switch is off,Alarm,02.04.2018 00:00:00,07.04.2018 07:32:23
LSL_ENT,101.PV2.1028,M01 control switch is off,Alarm,07.04.2018 07:32:23,08.04.2018 22:05:13
LSL_ENT,101.PV2.1029,M01 machine is stopped,Alarm,02.04.2018 00:00:00,04.04.2018 09:05:22
LSL_ENT,101.PV2.1029,M01 machine is stopped,Alarm,04.04.2018 09:05:22,04.04.2018 10:07:38
LSL_ENT,101.PV2.1029,M01 machine is stopped,Alarm,07.04.2018 07:53:41,08.04.2018 22:25:36
LSL_ENT,101.PV2.1138,M01 machine is heating up,Alarm,04.04.2018 09:18:17,04.04.2018 10:08:48
LSL_ENT,101.PV2.1138,M01 machine is heating up,Alarm,08.04.2018 22:05:13,08.04.2018 22:26:15
LSL_ENT,101.PV2.1258,M02 filter lid safety switch pump 1,Alarm,04.04.2018 09:05:21,04.04.2018 09:05:21
LSL_ENT,101.PV2.1261,M02 filter lid safety switch pump 2,Alarm,04.04.2018 09:05:21,04.04.2018 09:05:21
LSL_ENT,101.PV2.1264,M02 dry-run protection module 2,Alarm,04.04.2018 09:57:58,04.04.2018 09:57:58
LSL_ENT,101.PV2.1277,M02 alarm temperature too low,Alarm,08.04.2018 22:05:43,08.04.2018 22:20:37
LSL_ENT,101.PV2.1277,M02 alarm temperature too low,Alarm,04.04.2018 09:05:46,04.04.2018 09:05:46
LSL_ENT,101.PV2.1286,M02 error lid open module 2,Alarm,02.04.2018 00:00:00,09.04.2018 00:00:00
LSL_ENT,101.PV2.1357,M03 filter lid safety switch pump 3,Alarm,04.04.2018 09:05:21,04.04.2018 09:05:21
LSL_ENT,101.PV2.1360,M03 filter lid safety switch pump 4,Alarm,04.04.2018 09:05:21,04.04.2018 09:05:21
LSL_ENT,101.PV2.1363,M03 dry-run protection module 3,Alarm,04.04.2018 09:41:14,04.04.2018 09:41:14
LSL_ENT,101.PV2.1373,M03 alarm temperature too low,Alarm,08.04.2018 22:05:43,08.04.2018 22:25:36
LSL_ENT,101.PV2.1373,M03 alarm temperature too low,Alarm,04.04.2018 09:05:46,04.04.2018 09:05:46
LSL_ENT,101.PV2.1382,M03 error lid open module 3,Alarm,02.04.2018 00:00:00,09.04.2018 00:00:00
LSL_ENT,101.PV2.1479,M04 filter lid safety switch pump 5,Alarm,04.04.2018 09:05:21,04.04.2018 09:05:21
LSL_ENT,101.PV2.1482,M04 dry-run protection module 4,Alarm,04.04.2018 09:18:17,04.04.2018 09:18:17
LSL_ENT,101.PV2.1492,M04 alarm temperature too low,Alarm,08.04.2018 22:05:43,08.04.2018 22:18:02
LSL_ENT,101.PV2.1492,M04 alarm temperature too low,Alarm,04.04.2018 10:01:42,04.04.2018 10:07:38
LSL_ENT,101.PV2.1492,M04 alarm temperature too low,Alarm,04.04.2018 09:05:47,04.04.2018 09:05:47
LSL_ENT,101.PV2.1498,M04 error lid open module 4,Alarm,02.04.2018 00:00:00,09.04.2018 00:00:00
LSL_ENT,101.PV2.1585,M05 filter lid safety switch pump 6,Alarm,04.04.2018 09:05:21,04.04.2018 09:05:21
LSL_ENT,101.PV2.1602,M05 filter lid safety switch pump 7,Alarm,04.04.2018 09:05:22,04.04.2018 09:05:22
LSL_ENT,101.PV2.1696,M06 filter lid safety switch pump 8,Alarm,04.04.2018 09:05:22,04.04.2018 09:05:22
LSL_ENT,101.PV2.1700,M06 dry-run protection module 6,Alarm,04.04.2018 09:15:05,04.04.2018 09:15:05
LSL_ENT,101.PV2.1700,M06 dry-run protection module 6,Alarm,08.04.2018 22:05:13,08.04.2018 22:10:19
LSL_ENT,101.PV2.1718,M06 error lid open module 6,Alarm,02.04.2018 00:00:00,09.04.2018 00:00:00
LSL_ENT,101.PV2.1813,M07 filter lid safety switch pump 9,Alarm,04.04.2018 09:05:22,04.04.2018 09:05:22
LSL_ENT,101.PV2.1824,M07 filter lid safety switch pump 10,Alarm,04.04.2018 09:05:22,04.04.2018 09:05:22
LSL_ENT,101.PV2.1835,M07 filter lid safety switch pump 11,Alarm,04.04.2018 09:05:22,04.04.2018 09:05:22
LSL_ENT,101.PV2.1847,M07 filter lid safety switch pump 12,Alarm,04.04.2018 09:05:22,04.04.2018 09:05:22
LSL_ENT,101.PV2.1968,M02 close manual valve 100,Alarm,02.04.2018 00:00:00,09.04.2018 00:00:00
LSL_ENT,101.PV2.1970,M03 close manual valve 101,Alarm,02.04.2018 00:00:00,09.04.2018 00:00:00
LSL_ENT,101.PV2.1974,M04 close manual valve 102,Alarm,02.04.2018 00:00:00,09.04.2018 00:00:00
LSL_ENT,101.PV2.1984,M06 close manual valve 103,Alarm,07.04.2018 07:53:41,08.04.2018 22:06:55
LSL_ENT,101.PV2.1984,M06 close manual valve 103,Alarm,02.04.2018 00:00:00,07.04.2018 07:53:41
LSL_FT5_1,180.178,Unbekannter Alarm 178,Alarm,02.04.2018 22:10:46,02.04.2018 22:13:52
LSL_FT5_1,180.18,Türen nicht geschlossen,Alarm,05.04.2018 21:03:06,05.04.2018 21:03:16
LSL_FT5_1,180.18,Türen nicht geschlossen,Alarm,05.04.2018 21:03:17,05.04.2018 21:03:18
LSL_FT5_1,180.181,Unbekannter Alarm 181,Alarm,02.04.2018 22:10:46,02.04.2018 22:13:52
LSL_FT5_1,180.185,Unbekannter Alarm 185,Alarm,02.04.2018 22:10:46,02.04.2018 22:13:52
LSL_FT5_1,180.186,Unbekannter Alarm 186,Alarm,02.04.2018 22:10:46,02.04.2018 22:13:52
LSL_FT5_1,180.187,Unbekannter Alarm 187,Alarm,02.04.2018 22:10:46,02.04.2018 22:13:52
LSL_FT5_1,180.190,Unbekannter Alarm 190,Alarm,02.04.2018 22:10:46,02.04.2018 22:13:52
LSL_FT5_1,180.210,Unbekannter Alarm 210,Alarm,02.04.2018 22:10:46,02.04.2018 22:14:26
LSL_FT5_1,180.213,Unbekannter Alarm 213,Alarm,02.04.2018 22:10:46,02.04.2018 22:14:26
LSL_FT5_1,180.217,Unbekannter Alarm 217,Alarm,02.04.2018 22:10:46,02.04.2018 22:14:26
LSL_FT5_1,180.218,Unbekannter Alarm 218,Alarm,02.04.2018 22:10:46,02.04.2018 22:14:26
LSL_FT5_1,180.219,Unbekannter Alarm 219,Alarm,02.04.2018 22:10:46,02.04.2018 22:14:26
LSL_FT5_1,180.222,Unbekannter Alarm 222,Alarm,02.04.2018 22:10:46,02.04.2018 22:14:26
LSL_FT5_1,180.242,Unbekannter Alarm 242,Alarm,02.04.2018 22:10:46,02.04.2018 22:15:03
LSL_FT5_1,180.245,Unbekannter Alarm 245,Alarm,02.04.2018 22:10:46,02.04.2018 22:15:03
LSL_FT5_1,180.249,Letzte Platte des Auftrages hat Puffer verlassen,Alarm,02.04.2018 22:10:46,02.04.2018 22:15:03
LSL_FT5_1,180.250,Puffer ist beinahe voll,Alarm,02.04.2018 22:10:46,02.04.2018 22:15:03
LSL_FT5_1,180.251,Einlaufbrücke ist offen,Alarm,02.04.2018 22:10:46,02.04.2018 22:15:03
LSL_FT5_1,180.254,Unbekannter Alarm 254,Alarm,02.04.2018 22:10:46,02.04.2018 22:15:03
LSL_FT5_1,180.77,Lift 1: Einlauf unten: Festo Alarm,Alarm,02.04.2018 22:10:46,02.04.2018 22:13:52
LSL_FT5_1,180.78,Lift 2: Einlauf oben:  Festo Alarm,Alarm,02.04.2018 22:10:46,02.04.2018 22:14:26
LSL_FT5_1,180.79,Lift 3: Auslauf unten:  Festo Alarm,Alarm,02.04.2018 22:10:46,02.04.2018 22:15:03
LSL_FT5_1,180.80,Lift 4: Auslauf oben:  Festo Alarm,Alarm,02.04.2018 22:10:46,02.04.2018 22:15:46
LSL_FT5_3,182.1,NOT-AUS ausgelöst oder Steuerspannung fehlt!,Alarm,02.04.2018 22:27:38,02.04.2018 22:27:38
LSL_FT5_3,182.12,Zeitüberwachung LP im Wanddurchgang!,Alarm,02.04.2018 00:00:00,09.04.2018 00:00:00
LSL_FT5_3,182.161,Unbekannter Alarm 161,Alarm,07.04.2018 02:51:51,07.04.2018 02:52:42
LSL_FT5_3,182.161,Unbekannter Alarm 161,Alarm,06.04.2018 20:26:36,06.04.2018 20:27:18
LSL_FT5_3,182.161,Unbekannter Alarm 161,Alarm,05.04.2018 12:49:53,05.04.2018 12:51:14
LSL_FT5_3,182.161,Unbekannter Alarm 161,Alarm,03.04.2018 20:37:47,03.04.2018 20:38:55
LSL_FT5_3,182.161,Unbekannter Alarm 161,Alarm,03.04.2018 04:19:48,03.04.2018 04:20:25
LSL_FT5_3,182.162,Unbekannter Alarm 162,Alarm,02.04.2018 22:27:38,02.04.2018 22:27:55
LSL_FT5_3,182.162,Unbekannter Alarm 162,Alarm,03.04.2018 04:11:07,03.04.2018 04:11:54
LSL_FT5_3,182.162,Unbekannter Alarm 162,Alarm,03.04.2018 04:19:48,03.04.2018 04:20:25
LSL_FT5_3,182.162,Unbekannter Alarm 162,Alarm,03.04.2018 10:45:51,03.04.2018 10:46:22
LSL_FT5_3,182.162,Unbekannter Alarm 162,Alarm,03.04.2018 20:37:47,03.04.2018 20:38:55
LSL_FT5_3,182.162,Unbekannter Alarm 162,Alarm,05.04.2018 12:49:53,05.04.2018 12:51:14
LSL_FT5_3,182.162,Unbekannter Alarm 162,Alarm,06.04.2018 20:05:29,06.04.2018 20:06:15
LSL_FT5_3,182.162,Unbekannter Alarm 162,Alarm,06.04.2018 20:26:36,06.04.2018 20:27:18
LSL_FT5_3,182.162,Unbekannter Alarm 162,Alarm,07.04.2018 02:51:51,07.04.2018 02:52:42
LSL_FT5_3,182.164,Unbekannter Alarm 164,Alarm,06.04.2018 20:26:36,06.04.2018 20:27:18
LSL_FT5_3,182.164,Unbekannter Alarm 164,Alarm,06.04.2018 20:06:15,06.04.2018 20:06:15
LSL_FT5_3,182.164,Unbekannter Alarm 164,Alarm,05.04.2018 12:49:53,05.04.2018 12:51:14
LSL_FT5_3,182.164,Unbekannter Alarm 164,Alarm,03.04.2018 20:37:47,03.04.2018 20:38:55
LSL_FT5_3,182.164,Unbekannter Alarm 164,Alarm,07.04.2018 02:51:51,07.04.2018 02:52:42
LSL_FT5_3,182.164,Unbekannter Alarm 164,Alarm,03.04.2018 04:19:48,03.04.2018 04:20:25
LSL_FT5_3,182.164,Unbekannter Alarm 164,Alarm,03.04.2018 04:11:54,03.04.2018 04:11:54
LSL_FT5_3,182.164,Unbekannter Alarm 164,Alarm,02.04.2018 22:27:36,02.04.2018 22:27:55
LSL_FT5_3,182.164,Unbekannter Alarm 164,Alarm,03.04.2018 10:46:22,03.04.2018 10:46:22
LSL_FT5_3,182.166,Unbekannter Alarm 166,Alarm,02.04.2018 22:27:36,02.04.2018 22:27:55
LSL_FT5_3,182.166,Unbekannter Alarm 166,Alarm,03.04.2018 04:11:54,03.04.2018 04:11:54
LSL_FT5_3,182.166,Unbekannter Alarm 166,Alarm,03.04.2018 10:46:22,03.04.2018 10:46:22
LSL_FT5_3,182.166,Unbekannter Alarm 166,Alarm,03.04.2018 20:37:47,03.04.2018 20:38:55
LSL_FT5_3,182.166,Unbekannter Alarm 166,Alarm,05.04.2018 12:49:53,05.04.2018 12:51:14
LSL_FT5_3,182.166,Unbekannter Alarm 166,Alarm,06.04.2018 20:06:15,06.04.2018 20:06:15
LSL_FT5_3,182.166,Unbekannter Alarm 166,Alarm,06.04.2018 20:26:36,06.04.2018 20:27:18
LSL_FT5_3,182.166,Unbekannter Alarm 166,Alarm,07.04.2018 02:51:51,07.04.2018 02:52:42
LSL_FT5_3,182.166,Unbekannter Alarm 166,Alarm,03.04.2018 04:19:48,03.04.2018 04:20:25
LSL_FT5_3,182.167,Unbekannter Alarm 167,Alarm,02.04.2018 22:27:36,02.04.2018 22:27:55
LSL_FT5_3,182.167,Unbekannter Alarm 167,Alarm,03.04.2018 04:11:54,03.04.2018 04:11:54
LSL_FT5_3,182.167,Unbekannter Alarm 167,Alarm,03.04.2018 04:19:48,03.04.2018 04:20:25
LSL_FT5_3,182.167,Unbekannter Alarm 167,Alarm,07.04.2018 02:51:51,07.04.2018 02:52:42
LSL_FT5_3,182.167,Unbekannter Alarm 167,Alarm,06.04.2018 20:26:36,06.04.2018 20:27:18
LSL_FT5_3,182.167,Unbekannter Alarm 167,Alarm,03.04.2018 20:37:47,03.04.2018 20:38:55
LSL_FT5_3,182.167,Unbekannter Alarm 167,Alarm,05.04.2018 12:49:53,05.04.2018 12:51:14
LSL_FT5_3,182.167,Unbekannter Alarm 167,Alarm,06.04.2018 20:06:15,06.04.2018 20:06:15
LSL_FT5_3,182.167,Unbekannter Alarm 167,Alarm,03.04.2018 10:46:22,03.04.2018 10:46:22
LSL_FT5_3,182.168,Unbekannter Alarm 168,Alarm,02.04.2018 22:27:36,02.04.2018 22:27:55
LSL_FT5_3,182.168,Unbekannter Alarm 168,Alarm,03.04.2018 04:11:54,03.04.2018 04:11:54
LSL_FT5_3,182.168,Unbekannter Alarm 168,Alarm,03.04.2018 04:19:48,03.04.2018 04:20:25
LSL_FT5_3,182.168,Unbekannter Alarm 168,Alarm,03.04.2018 20:37:47,03.04.2018 20:38:55
LSL_FT5_3,182.168,Unbekannter Alarm 168,Alarm,05.04.2018 12:49:53,05.04.2018 12:51:14
LSL_FT5_3,182.168,Unbekannter Alarm 168,Alarm,06.04.2018 20:06:15,06.04.2018 20:06:15
LSL_FT5_3,182.168,Unbekannter Alarm 168,Alarm,06.04.2018 20:26:36,06.04.2018 20:27:18
LSL_FT5_3,182.168,Unbekannter Alarm 168,Alarm,07.04.2018 02:51:51,07.04.2018 02:52:42
LSL_FT5_3,182.168,Unbekannter Alarm 168,Alarm,03.04.2018 10:46:22,03.04.2018 10:46:22
LSL_FT5_3,182.169,Unbekannter Alarm 169,Alarm,06.04.2018 20:26:36,06.04.2018 20:27:18
LSL_FT5_3,182.169,Unbekannter Alarm 169,Alarm,06.04.2018 20:06:15,06.04.2018 20:06:15
LSL_FT5_3,182.169,Unbekannter Alarm 169,Alarm,05.04.2018 12:49:53,05.04.2018 12:51:14
LSL_FT5_3,182.169,Unbekannter Alarm 169,Alarm,03.04.2018 20:37:47,03.04.2018 20:38:55
LSL_FT5_3,182.169,Unbekannter Alarm 169,Alarm,07.04.2018 02:51:51,07.04.2018 02:52:42
LSL_FT5_3,182.169,Unbekannter Alarm 169,Alarm,03.04.2018 04:19:48,03.04.2018 04:20:25
LSL_FT5_3,182.169,Unbekannter Alarm 169,Alarm,03.04.2018 04:11:54,03.04.2018 04:11:54
LSL_FT5_3,182.169,Unbekannter Alarm 169,Alarm,02.04.2018 22:27:36,02.04.2018 22:27:55
LSL_FT5_3,182.169,Unbekannter Alarm 169,Alarm,03.04.2018 10:46:22,03.04.2018 10:46:22
LSL_FT5_3,182.170,Unbekannter Alarm 170,Alarm,03.04.2018 04:11:54,03.04.2018 04:11:54
LSL_FT5_3,182.170,Unbekannter Alarm 170,Alarm,02.04.2018 22:27:36,02.04.2018 22:27:55
LSL_FT5_3,182.170,Unbekannter Alarm 170,Alarm,07.04.2018 02:51:51,07.04.2018 02:52:42
LSL_FT5_3,182.170,Unbekannter Alarm 170,Alarm,06.04.2018 20:26:36,06.04.2018 20:27:18
LSL_FT5_3,182.170,Unbekannter Alarm 170,Alarm,06.04.2018 20:06:15,06.04.2018 20:06:15
LSL_FT5_3,182.170,Unbekannter Alarm 170,Alarm,05.04.2018 12:49:53,05.04.2018 12:51:14
LSL_FT5_3,182.170,Unbekannter Alarm 170,Alarm,03.04.2018 20:37:47,03.04.2018 20:38:55
LSL_FT5_3,182.170,Unbekannter Alarm 170,Alarm,03.04.2018 10:46:22,03.04.2018 10:46:22
LSL_FT5_3,182.170,Unbekannter Alarm 170,Alarm,03.04.2018 04:19:48,03.04.2018 04:20:25
LSL_FT5_3,182.177,Unbekannter Alarm 177,Alarm,05.04.2018 12:49:53,05.04.2018 12:51:14
LSL_FT5_3,182.177,Unbekannter Alarm 177,Alarm,06.04.2018 20:26:36,06.04.2018 20:27:18
LSL_FT5_3,182.177,Unbekannter Alarm 177,Alarm,07.04.2018 02:51:51,07.04.2018 02:52:42
LSL_FT5_3,182.177,Unbekannter Alarm 177,Alarm,03.04.2018 00:54:47,03.04.2018 00:54:56
LSL_FT5_3,182.177,Unbekannter Alarm 177,Alarm,03.04.2018 20:37:47,03.04.2018 20:38:55
LSL_FT5_3,182.177,Unbekannter Alarm 177,Alarm,03.04.2018 04:48:44,03.04.2018 04:51:19
